"dimension","dim_type","cur_count","unique_count","null_count","zero_count","null_ratio","zero_ratio","cat_val","cat_ratio_bf_m0","cat_ratio_bf_m1","cat_ratio_bf_m2","cat_ratio_diff_bf_m1","cat_ratio_diff_bf_m2","mean_bf_m0","mean_bf_m1","mean_bf_m2","mean_ratio_diff_bf_m1","mean_ratio_diff_bf_m2","std_bf_m0","std_bf_m1","std_bf_m2","std_ratio_diff_bf_m1","std_ratio_diff_bf_m2","status_bf_m0","status_bf_m1","status_bf_m2","alarm_yn","dt"
"tw_reco_page_imp_ratio","numerical","84114","1460","0","10567","0.126","0.126",,,,,,,"0.391","0.412",,"-0.054",,"0.365","0.345",,"0.055",,"success","success",,"N","2020-07"
"voc_snd_cnt_interior","numerical","493275","148","0","128432","0.26","0.26",,,,,,,"1.799","2.067","2.045","-0.149","-0.137","3.832","5.17","4.945","-0.349","-0.29","success","success","success","N","2020-07"
"sms_rcv_cnt_tax","numerical","450281","107","0","303230","0.673","0.673",,,,,,,"0.452","0.531","0.458","-0.175","-0.013","4.742","6.609","6.077","-0.394","-0.282","success","success","success","N","2020-07"
"mbr_discount_amt_video","numerical","326067","1765","0","8","0.0","0.0",,,,,,,"5103.323","4916.254","3559.166","0.037","0.303","5505.434","5616.543","4882.739","-0.02","0.113","success","success","success","N","2020-07"
"max_display_resol","numerical","19423712","110","0","601829","0.031","0.031",,,,,,,"2628260.916","2621850.344","2614447.738","0.002","0.005","1571896.775","1573924.654","1574630.065","-0.001","-0.002","success","success","success","N","2020-07"
"real_avg_arpu","numerical","19651767","312655","0","954971","0.049","0.049",,,,,,,"31005.469","30994.573","30999.148","0.0","0.0","21220.621","21172.133","21141.732","0.002","0.004","success","success","success","N","2020-07"
"app_use_traffic_etc_music","numerical","3714444","2532859","0","18759","0.005","0.005",,,,,,,"36.596","52.372","49.302","-0.431","-0.347","331.055","470.646","430.539","-0.422","-0.301","success","success","success","N","2020-07"
"mbr_discount_amt_movie","numerical","137545","63","0","0","0.0","0.0",,,,,,,"10406.696","10357.778","10689.195","0.005","-0.027","4432.123","5298.87","5979.458","-0.196","-0.349","success","success","success","N","2020-07"
"tw_visit_days_exhibition","numerical","5564","9","0","0","0.0","0.0",,,,,,,"1.082","1.204","1.152","-0.113","-0.065","0.443","0.674","0.583","-0.521","-0.316","success","success","success","N","2020-07"
"sms_rcv_cnt_sports","numerical","1810395","296","0","572887","0.316","0.316",,,,,,,"2.647","3.198","3.199","-0.208","-0.209","5.914","8.751","7.897","-0.48","-0.335","success","success","success","N","2020-07"
"app_use_cnt_youtube","numerical","15974623","182","0","0","0.0","0.0",,,,,,,"52.704","88.82","90.424","-0.685","-0.716","32.045","55.469","58.008","-0.731","-0.81","success","success","success","N","2020-07"
"mbr_discount_cnt_transportation","numerical","9311","5","0","0","0.0","0.0",,,,,,,"1.27","1.325","1.293","-0.043","-0.018","0.687","0.682","0.607","0.007","0.116","success","success","success","N","2020-07"
"bf_m6_avg_data_usage_in_gb","numerical","20918085","16683229","0","2187486","0.105","0.105",,,,,,,"10.722","11.335","11.274","-0.057","-0.051","22.976","24.155","23.994","-0.051","-0.044","success","success","success","N","2020-07"
"tw_visit_days_wire_prod_list","numerical","13459","6","0","0","0.0","0.0",,,,,,,"1.068","1.084","1.089","-0.015","-0.02","0.303","0.359","0.361","-0.185","-0.191","success","success","success","N","2020-07"
"app_use_traffic_driver","numerical","1178579","993921","0","2055","0.002","0.002",,,,,,,"15.83","21.633","22.103","-0.367","-0.396","65.642","104.567","98.623","-0.593","-0.502","success","success","success","N","2020-07"
"tw_visit_days_vas_internet","numerical","4614","5","0","0","0.0","0.0",,,,,,,"1.065","1.084","1.08","-0.018","-0.014","0.295","0.333","0.336","-0.129","-0.139","success","success","success","N","2020-07"
"voc_rcv_prtn_cnt_bf_m2","numerical","17413401","1330","0","0","0.0","0.0",,,,,,,"37.011","36.974","36.338","0.001","0.018","36.702","35.675","35.351","0.028","0.037","success","success","success","N","2020-07"
"tw_visit_days_fee_t_large","numerical","10624","4","0","0","0.0","0.0",,,,,,,"1.034","1.059","1.065","-0.024","-0.03","0.193","0.264","0.279","-0.368","-0.446","success","success","success","N","2020-07"
"mbr_discount_amt_education","numerical","636","5","0","627","0.986","0.986",,,,,,,"33.923","23.753","33.583","0.3","0.01","334.346","294.126","265.952","0.12","0.205","success","success","success","N","2020-07"
"app_use_traffic_shopping_openmarket","numerical","7324993","5472755","0","1389","0.0","0.0",,,,,,,"29.328","43.881","45.854","-0.496","-0.563","222.953","335.257","285.609","-0.504","-0.281","success","success","success","N","2020-07"
"sml_pay_cnt_bf_m2","numerical","19613335","226","0","16903963","0.862","0.862",,,,,,,"0.545","0.552","0.583","-0.013","-0.07","2.774","2.493","2.601","0.101","0.062","success","success","success","N","2020-07"
"svc_scrb_period","numerical","19426080","10493","0","0","0.0","0.0",,,,,,,"2242.4","2224.25","2198.779","0.008","0.019","1821.912","1811.13","1797.265","0.006","0.014","success","success","success","N","2020-07"
"bf_m6_data_over_usage_cnt","numerical","20918085","7","0","12446008","0.595","0.595",,,,,,,"1.41","1.498","1.518","-0.062","-0.077","2.103","2.165","2.177","-0.029","-0.035","success","success","success","N","2020-07"
"last_eqp_buy_duration","numerical","11496146","1612","0","375583","0.033","0.033",,,,,,,"169.328","169.097","169.463","0.001","-0.001","1500.566","1502.761","1501.591","-0.001","-0.001","success","success","success","N","2020-07"
"tw_visit_days_fee_t_family","numerical","9475","6","0","0","0.0","0.0",,,,,,,"1.055","1.074","1.087","-0.018","-0.03","0.254","0.301","0.329","-0.185","-0.295","success","success","success","N","2020-07"
"sms_snd_cnt_wedding","numerical","49663","10","0","49009","0.987","0.987",,,,,,,"0.022","0.029","0.026","-0.318","-0.182","0.243","0.316","0.282","-0.3","-0.16","success","success","success","N","2020-07"
"app_use_traffic_other_telco","numerical","677086","397275","0","1058","0.002","0.002",,,,,,,"33.68","53.071","40.398","-0.576","-0.199","493.002","695.537","646.421","-0.411","-0.311","success","success","success","N","2020-07"
"location_weekday_visit_gu","numerical","17974777","147","0","17788","0.001","0.001",,,,,,,"8.323","10.593","10.35","-0.273","-0.244","8.696","10.749","10.539","-0.236","-0.212","success","success","success","N","2020-07"
"app_use_cnt_melon","numerical","7582141","34","0","0","0.0","0.0",,,,,,,"4.673","6.674","7.747","-0.428","-0.658","4.467","7.375","7.776","-0.651","-0.741","success","success","success","N","2020-07"
"app_use_cnt_bank","numerical","13238152","461","0","0","0.0","0.0",,,,,,,"24.776","40.857","38.922","-0.649","-0.571","27.607","46.825","45.083","-0.696","-0.633","success","success","success","N","2020-07"
"last_display_resol","numerical","19423712","110","0","602766","0.031","0.031",,,,,,,"2526132.814","2521291.439","2516285.359","0.002","0.004","1546193.357","1548513.686","1549897.208","-0.002","-0.002","success","success","success","N","2020-07"
"app_use_days_video","numerical","16198642","18","0","0","0.0","0.0",,,,,,,"13.497","21.873","22.139","-0.621","-0.64","5.1","8.64","9.092","-0.694","-0.783","success","success","success","N","2020-07"
"mbr_discount_cnt_chocolate","numerical","46278","2","0","0","0.0","0.0",,,,,,,"1.0","1.008","1.014","-0.008","-0.014","0.005","0.132","0.181","-25.4","-35.2","success","success","success","Y","2020-07"
"days_from_mktg_to_acqr","numerical","19426080","6882","0","350282","0.018","0.018",,,,,,,"268.17","269.993","268.543","-0.007","-0.001","15392.618","15210.457","15333.422","0.012","0.004","success","success","success","N","2020-07"
"app_use_cnt_vr","numerical","160275","49","0","0","0.0","0.0",,,,,,,"8.322","11.709","11.552","-0.407","-0.388","10.07","16.518","16.773","-0.64","-0.666","success","success","success","N","2020-07"
"app_use_traffic_etc_ai_assistant","numerical","9675436","3007090","0","12845","0.001","0.001",,,,,,,"1.085","2.195","2.305","-1.023","-1.124","2.192","4.309","4.621","-0.966","-1.108","success","success","success","Y","2020-07"
"mbr_discount_cnt_travel","numerical","949","5","0","0","0.0","0.0",,,,,,,"1.244","1.315","1.275","-0.057","-0.025","0.517","0.55","0.523","-0.064","-0.012","success","success","success","N","2020-07"
"sms_snd_cnt_baby","numerical","680312","20","0","678319","0.997","0.997",,,,,,,"0.006","0.009","0.008","-0.5","-0.333","0.177","0.238","0.187","-0.345","-0.056","success","success","success","N","2020-07"
"sms_snd_cnt_home_move","numerical","625584","42","0","616085","0.985","0.985",,,,,,,"0.028","0.034","0.031","-0.214","-0.107","0.685","0.586","0.566","0.145","0.174","success","success","success","N","2020-07"
"tw_visit_days_vas_pooq","numerical","61814","14","0","0","0.0","0.0",,,,,,,"1.104","1.141","1.154","-0.034","-0.045","0.398","0.494","0.512","-0.241","-0.286","success","success","success","N","2020-07"
"real_arpu_bf_m2","numerical","19651767","101416","0","1449902","0.074","0.074",,,,,,,"30375.121","30131.609","30351.681","0.008","0.001","21834.908","21814.074","21751.16","0.001","0.004","success","success","success","N","2020-07"
"twld_visit_cnt_bf_m1","numerical","6625110","2189","0","0","0.0","0.0",,,,,,,"33.312","35.446","35.027","-0.064","-0.051","104.749","108.558","108.665","-0.036","-0.037","success","success","success","N","2020-07"
"app_use_traffic_movie","numerical","3458922","1614700","0","2452","0.001","0.001",,,,,,,"8.173","10.634","6.975","-0.301","0.147","42.375","62.801","38.951","-0.482","0.081","success","success","success","N","2020-07"
"sms_rcv_cnt_interior","numerical","493275","161","0","404831","0.821","0.821",,,,,,,"0.385","0.478","0.435","-0.242","-0.13","5.63","7.525","6.401","-0.337","-0.137","success","success","success","N","2020-07"
"location_weekend_visit_dong","numerical","17974777","108","0","264177","0.015","0.015",,,,,,,"6.831","10.423","10.993","-0.526","-0.609","6.832","9.921","10.85","-0.452","-0.588","success","success","success","N","2020-07"
"tw_visit_days_agentsearch","numerical","30466","10","0","0","0.0","0.0",,,,,,,"1.037","1.05","1.051","-0.013","-0.014","0.235","0.3","0.284","-0.277","-0.209","success","success","success","N","2020-07"
"tw_visit_days_vas_perfect_call","numerical","5756","5","0","0","0.0","0.0",,,,,,,"1.03","1.033","1.033","-0.003","-0.003","0.198","0.196","0.187","0.01","0.056","success","success","success","N","2020-07"
"bas_ofr_data_gb_qty_val","numerical","16137006","66","0","0","0.0","0.0",,,,,,,"29.274","29.083","28.685","0.007","0.02","53.766","53.541","53.15","0.004","0.011","success","success","success","N","2020-07"
"tw_visit_days_fee_t_regular","numerical","1520","4","0","0","0.0","0.0",,,,,,,"1.042","1.056","1.07","-0.013","-0.027","0.237","0.267","0.295","-0.127","-0.245","success","success","success","N","2020-07"
